Library	seqnames	start	end	width	strand	genoT	deltaW	Quality	Median_insert_size	Adapters_at_least_50bp	Alignment_rate	Initial_reads_aligned	Postfiltering_reads_aligned	Mean_read_length	Duplication_rate	Coverage_depth	Background	Reads_per_Mb	Percent_WC	Mean_GC	Coverage_after_1Gb_sequencing	gene
f1216-c38-mesc-a1h5-hkt-r58-c49_S769_	NC_000079.7	33099697	33198588	98892	*	wc-cc	93	G	122	4.37121e-05	0.9611	303616	303616	72.161105	0.029419	0.0078758212	0.0296047834	57	0.488372093	0.42884	0.130676	BLM
f1216-c38-mesc-a1h5-hkt-r58-c49_S769_	NC_000080.7	25806228	25909454	103227	*	wc-ww	87	G	122	4.37121e-05	0.9611	303616	303616	72.161105	0.029419	0.0078758212	0.0296047834	57	0.488372093	0.42884	0.130676	BLM
f1216-c38-mesc-a1h5-hkt-r58-c49_S769_	NC_000080.7	61680305	61687036	6732	*	ww-wc	82	G	122	4.37121e-05	0.9611	303616	303616	72.161105	0.029419	0.0078758212	0.0296047834	57	0.488372093	0.42884	0.130676	BLM
f1216-c38-mesc-a1h5-hkt-r58-c49_S769_	NC_000081.7	23107863	23237136	129274	*	wc-cc	80	G	122	4.37121e-05	0.9611	303616	303616	72.161105	0.029419	0.0078758212	0.0296047834	57	0.488372093	0.42884	0.130676	BLM
f1216-c38-mesc-a1h5-hkt-r58-c49_S769_	NC_000082.7	48920991	48929043	8053	*	wc-ww	67	G	122	4.37121e-05	0.9611	303616	303616	72.161105	0.029419	0.0078758212	0.0296047834	57	0.488372093	0.42884	0.130676	BLM
f1216-c38-mesc-a1h5-hkt-r58-c49_S769_	NC_000085.7	13691604	13725288	33685	*	cc-wc	88	G	122	4.37121e-05	0.9611	303616	303616	72.161105	0.029419	0.0078758212	0.0296047834	57	0.488372093	0.42884	0.130676	BLM
f1216-c38-mesc-a1h5-hkt-r58-c49_S769_	NC_000085.7	32985610	33017185	31576	*	wc-ww	85	G	122	4.37121e-05	0.9611	303616	303616	72.161105	0.029419	0.0078758212	0.0296047834	57	0.488372093	0.42884	0.130676	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000067.7	80434290	80435020	731	*	wc-cc	84	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000067.7	179345635	179365772	20138	*	cc-wc	95	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000067.7	184531057	184558844	27788	*	wc-cc	82	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000068.8	12148505	12162171	13667	*	cc-wc	88	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000068.8	44588146	44645173	57028	*	wc-ww	79	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000068.8	51799574	51823318	23745	*	ww-wc	90	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000068.8	72748030	72787546	39517	*	wc-ww	86	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000068.8	75467744	75556106	88363	*	ww-wc	91	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000068.8	95186167	95278396	92230	*	wc-cc	91	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000068.8	132466180	132496077	29898	*	cc-wc	88	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000068.8	173084131	173092925	8795	*	wc-cc	88	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000069.7	30817036	30826372	9337	*	cc-wc	74	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000069.7	96080644	96124517	43874	*	wc-ww	86	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000069.7	134629443	134796411	166969	*	ww-wc	81	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000070.7	17973328	18005271	31944	*	cc-wc	96	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000070.7	39113155	39201773	88619	*	wc-cc	93	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000070.7	55607624	55679226	71603	*	cc-wc	88	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000070.7	58753464	58793585	40122	*	wc-cc	100	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000070.7	82584654	82611566	26913	*	cc-wc	82	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000070.7	110069100	110088060	18961	*	wc-ww	87	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000071.7	8084278	8106943	22666	*	wc-ww	81	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000071.7	45085510	45108951	23442	*	ww-wc	81	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000071.7	60048115	60064079	15965	*	wc-cc	91	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000071.7	120399317	120443647	44331	*	cc-wc	83	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000072.7	24614689	24670071	55383	*	wc-cc	82	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000072.7	129805852	129818342	12491	*	cc-wc	85	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000073.7	16601643	16616438	14796	*	ww-cc	95	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000073.7	23323345	23346555	23211	*	cc-wc	82	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000073.7	130314325	130366544	52220	*	wc-ww	104	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000074.7	60517370	60571745	54376	*	cc-wc	90	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000075.7	56281619	56316658	35040	*	wc-ww	86	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000076.7	61845492	61905528	60037	*	cc-wc	78	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000076.7	65725376	65821153	95778	*	wc-cc	80	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000076.7	80721171	80735943	14773	*	cc-wc	81	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000076.7	95722713	95731089	8377	*	wc-ww	77	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000077.7	8435211	8437418	2208	*	ww-wc	77	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000077.7	42412305	42488886	76582	*	wc-ww	100	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000077.7	65441376	65471331	29956	*	ww-wc	75	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000077.7	77357636	77361235	3600	*	wc-cc	86	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000077.7	84812552	85060465	247914	*	cc-wc	82	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000078.7	74112890	74142353	29464	*	ww-wc	57	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000079.7	89904832	89921490	16659	*	wc-ww	84	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000080.7	30171553	30209343	37791	*	wc-ww	97	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000080.7	77633149	77640970	7822	*	ww-wc	89	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000080.7	103216274	103264014	47741	*	wc-cc	87	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000080.7	106507414	106586981	79568	*	cc-wc	91	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000080.7	117305129	117335193	30065	*	wc-ww	87	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000081.7	73065055	73095344	30290	*	cc-wc	98	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000082.7	19357530	19590316	232787	*	wc-cc	89	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000082.7	84653790	84740665	86876	*	cc-wc	92	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000082.7	86956192	87030207	74016	*	wc-cc	94	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000083.7	27550661	27553314	2654	*	wc-cc	79	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000083.7	58808078	58838352	30275	*	cc-wc	74	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000083.7	59271618	59285542	13925	*	wc-ww	90	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000083.7	82978390	83131022	152633	*	ww-wc	85	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000084.7	69806057	69847292	41236	*	wc-cc	90	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000085.7	19078686	19163689	85004	*	cc-wc	90	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000086.8	98910750	98965843	55094	*	ww-wc	79	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c50_S770_	NC_000086.8	103653141	103690443	37303	*	wc-cc	86	G	128	0.00413636	0.9308	387490	387490	72.420816	0.026137	0.0101218061	0.0282285594	73	0.475	0.422249	0.161831	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000067.7	34503806	34640618	136813	*	ww-wc	73	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000067.7	80036132	80037865	1734	*	wc-ww	90	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000068.8	54297125	54352386	55262	*	cc-wc	72	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000068.8	57026187	57102013	75827	*	wc-cc	73	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000068.8	74926566	74988673	62108	*	cc-wc	57	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000068.8	150591147	150600813	9667	*	wc-cc	80	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000068.8	172301560	172335680	34121	*	cc-wc	70	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000070.7	5699029	5721916	22888	*	wc-cc	90	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000070.7	86491374	86491526	153	*	cc-wc	94	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000071.7	97749780	97857010	107231	*	cc-wc	78	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000071.7	128726417	128847767	121351	*	wc-cc	69	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000072.7	5235994	5283409	47416	*	wc-cc	73	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000072.7	59689039	59783317	94279	*	cc-wc	66	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000072.7	65704044	65704287	244	*	wc-ww	69	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000072.7	72441760	72501345	59586	*	ww-wc	97	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000073.7	59729506	59776560	47055	*	cc-wc	82	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000073.7	67359990	67434937	74948	*	wc-cc	77	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000073.7	79542117	79558057	15941	*	cc-wc	70	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000074.7	93487030	93514418	27389	*	cc-wc	120	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000074.7	93874274	93901128	26855	*	wc-ww	120	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000075.7	20540574	20580575	40002	*	cc-wc	75	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000075.7	22385684	22467409	81726	*	wc-cc	82	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000075.7	68598480	68715467	116988	*	cc-wc	93	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000075.7	108543428	108559633	16206	*	wc-ww	69	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000075.7	118477284	118555169	77886	*	ww-wc	78	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000076.7	9227703	9230246	2544	*	ww-wc	96	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000076.7	52986048	53007506	21459	*	wc-cc	85	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000077.7	19930248	19932821	2574	*	wc-ww	78	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000077.7	22394264	22403494	9231	*	ww-wc	85	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000078.7	9452234	9528065	75832	*	wc-ww	74	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000078.7	24809856	25104412	294557	*	ww-wc	50	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000079.7	21932115	22040617	108503	*	ww-wc	70	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000079.7	58902449	58945236	42788	*	wc-cc	74	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000079.7	63162252	63166968	4717	*	cc-wc	74	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000079.7	85957475	85973864	16390	*	wc-cc	81	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000080.7	34029089	34154121	125033	*	cc-wc	81	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000082.7	84828079	84848315	20237	*	wc-ww	83	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000083.7	57296058	57375370	79313	*	wc-ww	71	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000084.7	84647254	84729965	82712	*	ww-wc	84	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000085.7	35041678	35045050	3373	*	ww-wc	80	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000085.7	55044514	55073449	28936	*	wc-cc	76	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000086.8	23777110	23876970	99861	*	wc-cc	62	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000086.8	69133627	69222996	89370	*	cc-wc	72	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000086.8	73323350	73380071	56722	*	wc-cc	68	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
f1216-c38-mesc-a1h5-hkt-r58-c51_S771_	NC_000086.8	132113668	132279004	165337	*	cc-wc	87	G	122	0.0135699	0.9614	458488	458488	71.672031	0.027774	0.0118326264	0.0954407687	83	0.5	0.425657	0.168634	BLM
