seqnames	start	end	width	strand	genoT	deltaW	ID
chr13	49391713	49405065	13353	*	ww-cc	172	blm-recq5-2-single-f12-r1-c6_S349_.trimmed.mdup.bam
chr13	63910585	63922185	11601	*	cc-ww	174	blm-recq5-2-single-f12-r1-c6_S349_.trimmed.mdup.bam
chr15	34378288	34585407	207120	*	ww-cc	171	blm-recq5-2-single-f12-r1-c6_S349_.trimmed.mdup.bam
chr15	43357758	43373555	15798	*	cc-ww	171	blm-recq5-2-single-f12-r1-c6_S349_.trimmed.mdup.bam
chr15	72600259	72671046	70788	*	ww-wc	76	blm-recq5-2-single-f12-r1-c6_S349_.trimmed.mdup.bam
chr15	74057061	74057812	752	*	wc-ww	92	blm-recq5-2-single-f12-r1-c6_S349_.trimmed.mdup.bam
chr16	21534964	21543122	8159	*	ww-cc	155	blm-recq5-2-single-f12-r1-c6_S349_.trimmed.mdup.bam
chr16	22689318	22705743	16426	*	cc-ww	155	blm-recq5-2-single-f12-r1-c6_S349_.trimmed.mdup.bam
chr16	34266902	34571676	304775	*	ww-cc	155	blm-recq5-2-single-f12-r1-c6_S349_.trimmed.mdup.bam
chr16	46401477	46409570	8094	*	cc-ww	158	blm-recq5-2-single-f12-r1-c6_S349_.trimmed.mdup.bam
chr20	62683211	62683243	33	*	cc-ww	165	blm-recq5-2-single-f12-r1-c6_S349_.trimmed.mdup.bam
chr21	42009289	42043452	34164	*	cc-ww	170	blm-recq5-2-single-f12-r1-c6_S349_.trimmed.mdup.bam
chr22	23282032	23290595	8564	*	ww-cc	168	blm-recq5-2-single-f12-r1-c6_S349_.trimmed.mdup.bam
chrX	58537569	58656653	119085	*	cc-ww	173	blm-recq5-2-single-f12-r1-c6_S349_.trimmed.mdup.bam
chr1	121618479	122343641	725163	*	ww-wc	85	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr1	143185241	143203788	18548	*	wc-cc	94	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr1	146240246	146322016	81771	*	cc-ww	154	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr1	148542265	148631121	88857	*	ww-cc	175	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr2	88990237	89033476	43240	*	cc-wc	46	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr2	91587312	91758547	171236	*	wc-cc	35	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr2	109479394	109737858	258465	*	cc-ww	28	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr2	110226984	110821084	594101	*	ww-cc	28	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr3	90165812	90856286	690475	*	ww-wc	31	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr3	93470734	94267736	797003	*	wc-ww	28	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr5	59526983	59531531	4549	*	ww-cc	173	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr7	57606451	57645401	38951	*	cc-wc	65	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr7	62268529	62291831	23303	*	wc-cc	56	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr7	64844781	65159536	314756	*	cc-wc	52	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr7	65829364	65978021	148658	*	wc-cc	53	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr8	111886137	111890029	3893	*	wc-ww	96	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr9	39013147	39016230	3084	*	ww-wc	80	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr9	66818344	66918668	100325	*	wc-ww	71	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr9	130801925	130812225	10301	*	ww-cc	170	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr10	24544413	24563549	19137	*	ww-cc	167	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr11	11545244	11550781	5538	*	cc-ww	172	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr11	91518986	91543430	24445	*	ww-cc	169	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr12	62874943	62875157	215	*	ww-cc	175	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr12	63858386	63872584	14199	*	cc-ww	172	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr13	18938309	18946828	8520	*	wc-ww	70	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr14	47124843	47136661	11819	*	ww-cc	174	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr15	22241000	22244176	3177	*	cc-ww	110	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr15	60810125	60812928	2804	*	ww-wc	88	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr15	72510029	72526380	16352	*	wc-ww	77	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr15	74064390	74100066	35677	*	ww-wc	85	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr15	77969614	77996861	27248	*	wc-cc	82	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr16	21537701	21537716	16	*	ww-cc	142	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr16	22699202	22701820	2619	*	cc-ww	146	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr16	34272896	34571781	298886	*	ww-cc	152	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr16	46512536	46521959	9424	*	cc-ww	157	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr17	26704029	26880365	176337	*	ww-wc	44	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr17	27440042	27654773	214732	*	wc-ww	43	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr20	25732811	25900541	167731	*	ww-wc	79	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr20	30937455	31280920	343466	*	wc-ww	61	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr21	10809842	10810518	677	*	wc-ww	123	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr22	23279174	23284638	5465	*	cc-ww	170	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chrX	131778319	131799992	21674	*	ww-cc	172	blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam
chr1	67401237	67452991	51755	*	ww-cc	150	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr1	223753252	223789256	36005	*	cc-ww	162	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr1	234818160	234828903	10744	*	ww-cc	136	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr1	243616158	243623240	7083	*	cc-ww	139	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr2	39191957	39238351	46395	*	ww-cc	154	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr2	59292250	59306888	14639	*	cc-ww	152	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr2	152034550	152045701	11152	*	ww-cc	168	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr2	204947805	204959106	11302	*	cc-ww	145	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr2	221930871	221967803	36933	*	ww-cc	164	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr3	4691171	4691569	399	*	cc-wc	157	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr3	4819742	4835617	15876	*	wc-ww	157	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr3	61232045	61247734	15690	*	ww-cc	171	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr3	80185771	80234158	48388	*	cc-ww	165	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr3	138247724	138256952	9229	*	ww-cc	153	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr3	160429615	160452792	23178	*	cc-ww	166	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr4	54531712	54550929	19218	*	ww-cc	162	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr4	114619618	114681017	61400	*	cc-ww	171	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr4	119135722	119154198	18477	*	ww-cc	170	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr5	9869614	9920299	50686	*	ww-cc	169	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr5	71009466	71344197	334732	*	cc-ww	171	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr5	109308631	109317857	9227	*	ww-cc	168	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr5	142732429	142768503	36075	*	cc-ww	159	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr5	176521108	176521136	29	*	ww-cc	143	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr6	86943005	86991144	48140	*	cc-ww	159	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr7	57156329	57172086	15758	*	ww-cc	133	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr7	129624787	129636207	11421	*	cc-ww	150	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr9	130806588	130815178	8591	*	ww-cc	117	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr10	13959997	14018045	58049	*	cc-ww	154	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr10	43218079	43218865	787	*	ww-cc	171	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr10	75779862	75781329	1468	*	cc-ww	130	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr12	45465754	45509484	43731	*	ww-wc	159	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr12	91104836	91295507	190672	*	wc-cc	152	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr12	93931659	94114357	182699	*	cc-ww	151	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr12	104786231	104802879	16649	*	ww-cc	155	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr12	116625717	116628525	2809	*	cc-ww	169	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr13	53043519	53074559	31041	*	cc-ww	167	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr14	56258391	56260847	2457	*	ww-cc	157	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr14	65225490	65228566	3077	*	cc-ww	169	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr15	45444365	45480403	36039	*	ww-wc	156	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr15	98608619	98673947	65329	*	wc-cc	170	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr16	80579625	80588323	8699	*	cc-ww	158	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr17	41911136	41916951	5816	*	cc-wc	75	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr17	42339913	42340225	313	*	wc-ww	75	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr20	61223036	61226630	3595	*	cc-wc	99	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr22	45793509	45818707	25199	*	wc-ww	147	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chrX	53522429	53567273	44845	*	ww-cc	154	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chrX	102582506	102617696	35191	*	cc-ww	141	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam
chr1	146185677	146342888	157212	*	ww-cc	157	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr1	148662431	149034012	371582	*	cc-ww	164	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr2	26050761	26055005	4245	*	cc-ww	169	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr4	48983848	49041767	57920	*	ww-wc	49	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr4	49711705	52053094	2341390	*	wc-ww	49	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr7	16418211	16418297	87	*	wc-ww	79	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr7	64728012	65009074	281063	*	ww-cc	92	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr7	65517063	65607963	90901	*	cc-ww	92	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr7	154055092	154087147	32056	*	ww-cc	168	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr8	43412119	43413766	1648	*	cc-wc	81	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr9	39623167	39809923	186757	*	ww-wc	88	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr9	42534282	42730513	196232	*	wc-ww	61	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr9	45479603	60522979	15043377	*	ww-wc	71	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr9	65060875	65386958	326084	*	wc-ww	103	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr10	46265530	46515518	249989	*	cc-wc	14	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr10	46786246	46904917	118672	*	wc-cc	9	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr11	49937498	50024065	86568	*	ww-wc	48	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr11	50395319	50425223	29905	*	wc-ww	50	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr12	62874507	62886932	12426	*	cc-ww	168	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr12	63862651	63866044	3394	*	ww-cc	168	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr14	19957905	19966512	8608	*	wc-ww	74	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr15	21536587	21541824	5238	*	wc-cc	81	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr15	72630503	72671476	40974	*	cc-wc	87	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr15	74100273	74112473	12201	*	wc-cc	83	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr16	21536198	21553312	17115	*	ww-cc	160	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr16	22697443	22702118	4676	*	cc-ww	150	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr16	34412578	34571565	158988	*	ww-cc	127	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr16	46401481	46408071	6591	*	cc-ww	167	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr17	26620092	26849564	229473	*	cc-ww	63	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr17	27041734	27393660	351927	*	ww-cc	61	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr18	15951633	20561678	4610046	*	cc-wc	10	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr18	20835998	20971445	135448	*	wc-cc	8	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr20	26588458	27263906	675449	*	ww-cc	98	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr20	29187815	29217383	29569	*	cc-ww	89	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr20	29880970	29882245	1276	*	ww-wc	83	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr20	30859599	30895079	35481	*	wc-ww	88	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr21	10330737	10346515	15779	*	wc-ww	35	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr21	10358589	10362759	4171	*	ww-wc	33	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr21	13035108	13045259	10152	*	wc-ww	72	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr22	12571739	12572013	275	*	cc-ww	113	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chrX	103663340	103993608	330269	*	ww-cc	14	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chrX	104047213	104406366	359154	*	cc-ww	14	blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam
chr1	112286569	116850298	4563730	*	cc-wc	31	blm-recq5-2-single-c4-w21-3d6_S86_.trimmed.mdup.bam
chr1	148419116	150360285	1941170	*	wc-cc	31	blm-recq5-2-single-c4-w21-3d6_S86_.trimmed.mdup.bam
chr2	15856776	15934464	77689	*	ww-cc	171	blm-recq5-2-single-c4-w21-3d6_S86_.trimmed.mdup.bam
chr3	17225268	17401509	176242	*	ww-cc	170	blm-recq5-2-single-c4-w21-3d6_S86_.trimmed.mdup.bam
chr6	122397559	123045307	647749	*	cc-ww	166	blm-recq5-2-single-c4-w21-3d6_S86_.trimmed.mdup.bam
chr7	81432197	81572349	140153	*	cc-ww	169	blm-recq5-2-single-c4-w21-3d6_S86_.trimmed.mdup.bam
chr8	112007118	112092257	85140	*	cc-wc	77	blm-recq5-2-single-c4-w21-3d6_S86_.trimmed.mdup.bam
chr9	129662739	129861821	199083	*	ww-cc	143	blm-recq5-2-single-c4-w21-3d6_S86_.trimmed.mdup.bam
chr15	89295122	89323866	28745	*	wc-ww	87	blm-recq5-2-single-c4-w21-3d6_S86_.trimmed.mdup.bam
chr1	118787639	120489469	1701831	*	cc-wc	41	blm-recq5-2-single-c4-w19-3d6_S85_.trimmed.mdup.bam
chr1	148466879	149089602	622724	*	wc-cc	37	blm-recq5-2-single-c4-w19-3d6_S85_.trimmed.mdup.bam
chr2	9690554	9791254	100701	*	ww-cc	170	blm-recq5-2-single-c4-w19-3d6_S85_.trimmed.mdup.bam
chr4	33974385	34164794	190410	*	cc-ww	171	blm-recq5-2-single-c4-w19-3d6_S85_.trimmed.mdup.bam
chr7	69997660	70387186	389527	*	cc-ww	159	blm-recq5-2-single-c4-w19-3d6_S85_.trimmed.mdup.bam
chr8	57912386	57969620	57235	*	ww-wc	91	blm-recq5-2-single-c4-w19-3d6_S85_.trimmed.mdup.bam
chr1	121757425	122846331	1088907	*	ww-wc	84	blm-recq5-2-single-c12-w39-3d6_S482_.trimmed.mdup.bam
chr1	148434493	149142023	707531	*	wc-ww	104	blm-recq5-2-single-c12-w39-3d6_S482_.trimmed.mdup.bam
chr3	86884944	90945669	4060726	*	cc-wc	13	blm-recq5-2-single-c12-w39-3d6_S482_.trimmed.mdup.bam
chr3	94433412	95927382	1493971	*	wc-cc	12	blm-recq5-2-single-c12-w39-3d6_S482_.trimmed.mdup.bam
chr4	36647676	36678085	30410	*	cc-ww	175	blm-recq5-2-single-c12-w39-3d6_S482_.trimmed.mdup.bam
chr4	182252979	182306251	53273	*	ww-cc	173	blm-recq5-2-single-c12-w39-3d6_S482_.trimmed.mdup.bam
chr9	36972230	38340704	1368475	*	ww-wc	39	blm-recq5-2-single-c12-w39-3d6_S482_.trimmed.mdup.bam
chr9	65054423	70019799	4965377	*	wc-ww	39	blm-recq5-2-single-c12-w39-3d6_S482_.trimmed.mdup.bam
chr15	71716353	72431175	714823	*	cc-wc	48	blm-recq5-2-single-c12-w39-3d6_S482_.trimmed.mdup.bam
chr15	74063689	74701483	637795	*	wc-cc	48	blm-recq5-2-single-c12-w39-3d6_S482_.trimmed.mdup.bam
chr16	31294344	32449442	1155099	*	ww-cc	102	blm-recq5-2-single-c12-w39-3d6_S482_.trimmed.mdup.bam
chr16	46867471	47851537	984067	*	cc-ww	106	blm-recq5-2-single-c12-w39-3d6_S482_.trimmed.mdup.bam
chr20	25617124	28586068	2968945	*	cc-wc	38	blm-recq5-2-single-c12-w39-3d6_S482_.trimmed.mdup.bam
chr20	30588677	33161751	2573075	*	wc-cc	39	blm-recq5-2-single-c12-w39-3d6_S482_.trimmed.mdup.bam
chr21	15108192	15109947	1756	*	wc-cc	56	blm-recq5-2-single-c12-w39-3d6_S482_.trimmed.mdup.bam
chrX	84469246	84513309	44064	*	ww-cc	171	blm-recq5-2-single-c12-w39-3d6_S482_.trimmed.mdup.bam
chr1	217975508	218142295	166788	*	ww-cc	170	blm-recq5-2-single-c12-w24-3d6_S467_.trimmed.mdup.bam
chr8	63086547	63231153	144607	*	ww-wc	65	blm-recq5-2-single-c12-w24-3d6_S467_.trimmed.mdup.bam
chr12	61669066	62909537	1240472	*	cc-wc	31	blm-recq5-2-single-c12-w24-3d6_S467_.trimmed.mdup.bam
chr12	66887480	68918574	2031095	*	wc-cc	31	blm-recq5-2-single-c12-w24-3d6_S467_.trimmed.mdup.bam
chr18	7037535	7056025	18491	*	ww-cc	120	blm-recq5-2-single-c12-w24-3d6_S467_.trimmed.mdup.bam
chrX	64045122	64081901	36780	*	cc-ww	168	blm-recq5-2-single-c12-w24-3d6_S467_.trimmed.mdup.bam
chr1	146186996	146363981	176986	*	ww-cc	154	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr1	148587242	148863816	276575	*	cc-ww	174	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr2	88810897	89620662	809766	*	cc-wc	26	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr2	91587267	92476212	888946	*	wc-cc	16	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr4	94369968	94385827	15860	*	ww-cc	174	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr5	45088653	47115102	2026450	*	ww-wc	16	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr5	50046009	51280550	1234542	*	wc-ww	15	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr7	64943484	65190327	246844	*	ww-wc	51	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr7	66474803	66620586	145784	*	wc-ww	52	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr8	3158485	3168052	9568	*	wc-cc	53	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr8	3487054	3504645	17592	*	cc-wc	41	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr8	3673640	3694782	21143	*	wc-cc	43	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr8	5038953	5046582	7630	*	cc-wc	54	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr8	6032286	6033217	932	*	wc-ww	89	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr8	70476008	70482218	6211	*	ww-wc	42	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr8	74005826	74007262	1437	*	wc-ww	49	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr9	62869270	62880765	11496	*	cc-wc	73	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr9	66059829	66809428	749600	*	wc-ww	113	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr9	121309346	121314387	5042	*	ww-cc	167	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr11	78389791	78409200	19410	*	cc-wc	86	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr11	100952001	100967569	15569	*	wc-ww	94	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr12	62802245	62875284	73040	*	cc-ww	122	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr12	63847663	64174717	327055	*	ww-cc	122	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr13	19083808	19130296	46489	*	wc-cc	90	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr14	20606684	20638580	31897	*	wc-ww	51	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr15	22282084	22299389	17306	*	wc-cc	80	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr15	60807155	60819955	12801	*	cc-wc	81	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr15	72619274	72678788	59515	*	wc-cc	92	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr15	74039593	74114956	75364	*	cc-wc	69	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr15	76755386	76762700	7315	*	wc-ww	86	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr16	21191503	21296947	105445	*	cc-ww	128	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr16	22692624	22817681	125058	*	ww-cc	128	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr16	34281814	34571643	289830	*	cc-ww	156	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr16	46401570	46425586	24017	*	ww-cc	174	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr18	35643539	35653577	10039	*	ww-cc	175	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr19	43176336	43190818	14483	*	ww-cc	173	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr20	28548965	28566171	17207	*	cc-wc	63	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr20	30424969	30463239	38271	*	wc-cc	72	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr21	10385994	10386081	88	*	cc-ww	85	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr21	10809823	12983265	2173443	*	ww-cc	122	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr22	25989295	26001793	12499	*	cc-ww	174	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam
chr1	146057963	146366999	309037	*	ww-cc	130	blm-recq5-1-single-f15-r7-c5_S537_.trimmed.mdup.bam
chr1	148585331	150004004	1418674	*	cc-ww	144	blm-recq5-1-single-f15-r7-c5_S537_.trimmed.mdup.bam
chr2	88475617	89622554	1146938	*	ww-wc	36	blm-recq5-1-single-f15-r7-c5_S537_.trimmed.mdup.bam
chr2	94291801	94680536	388736	*	wc-ww	30	blm-recq5-1-single-f15-r7-c5_S537_.trimmed.mdup.bam
chr3	89760374	90500231	739858	*	ww-wc	10	blm-recq5-1-single-f15-r7-c5_S537_.trimmed.mdup.bam
